sim883:r18	3.806e+00	1
sim76:r45	2.999e+00	1
sim271:r44	2.999e+00	1
sim203:r10	2.009e+00	1
sim533:r7	1.999e+00	1
sim413:r56	1.985e+00	1
sim246:r2	1.979e+00	1
sim70:r23	1.897e+00	1
sim957:r23	1.644e+00	1
sim876:r86	1.525e+00	1
sim284:r63	1.413e+00	1
sim8:r38	1.328e+00	1
sim751:r79	1.281e+00	1
sim293:r88	1.275e+00	1
sim713:r39	1.256e+00	1
sim481:r51	1.243e+00	1
sim896:r17	1.240e+00	1
sim518:r87	1.234e+00	0
sim637:r22	1.218e+00	1
sim341:r24	1.204e+00	1
sim104:r86	1.189e+00	1
sim769:r57	1.161e+00	1
sim127:r56	1.156e+00	1
sim683:r77	1.118e+00	1
sim108:r33	1.072e+00	1
sim584:r60	1.065e+00	1
sim811:r82	1.056e+00	1
sim992:r4	1.055e+00	1
sim78:r60	1.033e+00	1
sim666:r9	1.022e+00	1
sim110:r29	1.022e+00	1
sim191:r78	1.020e+00	1
sim209:r41	1.012e+00	1
sim98:r65	1.010e+00	1
sim900:r2	1.009e+00	1
sim831:r77	1.008e+00	1
sim196:r68	1.008e+00	1
sim140:r2	1.008e+00	1
sim982:r17	1.005e+00	1
sim764:r19	1.005e+00	1
sim557:r19	1.005e+00	1
sim306:r12	1.005e+00	1
sim244:r25	1.005e+00	1
sim551:r44	1.004e+00	1
sim484:r7	1.004e+00	1
sim840:r32	1.003e+00	1
sim827:r6	1.003e+00	1
sim590:r50	1.003e+00	1
sim438:r71	1.003e+00	1
sim275:r17	1.003e+00	1
sim234:r22	1.003e+00	1
sim189:r78	1.003e+00	1
sim865:r33	1.002e+00	1
sim825:r16	1.002e+00	1
sim782:r38	1.002e+00	1
sim426:r34	1.002e+00	1
sim286:r6	1.002e+00	1
sim818:r4	1.001e+00	1
sim498:r19	1.001e+00	1
sim369:r64	1.001e+00	1
sim340:r38	1.001e+00	1
sim269:r5	1.001e+00	1
sim118:r58	1.001e+00	1
sim99:r56	1.000e+00	1
sim995:r77	1.000e+00	1
sim979:r11	1.000e+00	1
sim970:r82	1.000e+00	1
sim970:r42	1.000e+00	1
sim956:r45	1.000e+00	1
sim947:r60	1.000e+00	1
sim947:r40	1.000e+00	1
sim943:r2	1.000e+00	1
sim922:r51	1.000e+00	1
sim921:r88	1.000e+00	1
sim921:r71	1.000e+00	1
sim921:r4	1.000e+00	1
sim919:r87	1.000e+00	1
sim919:r15	1.000e+00	1
sim906:r66	1.000e+00	1
sim906:r28	1.000e+00	1
sim906:r0	1.000e+00	1
sim88:r45	1.000e+00	1
sim88:r22	1.000e+00	1
sim885:r21	1.000e+00	1
sim87:r80	1.000e+00	1
sim877:r44	1.000e+00	1
sim875:r79	1.000e+00	1
sim875:r32	1.000e+00	1
sim874:r66	1.000e+00	1
sim874:r63	1.000e+00	1
sim86:r81	1.000e+00	1
sim86:r5	1.000e+00	1
sim86:r42	1.000e+00	1
sim869:r53	1.000e+00	1
sim868:r59	1.000e+00	1
sim868:r0	1.000e+00	1
sim866:r41	1.000e+00	1
sim855:r89	1.000e+00	1
sim812:r72	1.000e+00	1
sim802:r18	1.000e+00	1
sim802:r10	1.000e+00	1
sim800:r89	1.000e+00	1
sim798:r70	1.000e+00	1
sim798:r40	1.000e+00	1
sim785:r39	1.000e+00	1
sim760:r73	1.000e+00	1
sim760:r39	1.000e+00	1
sim753:r70	1.000e+00	1
sim753:r66	1.000e+00	1
sim74:r52	1.000e+00	1
sim746:r57	1.000e+00	1
sim746:r4	1.000e+00	1
sim746:r13	1.000e+00	1
sim732:r67	1.000e+00	1
sim732:r17	1.000e+00	1
sim725:r50	1.000e+00	1
sim721:r16	1.000e+00	1
sim715:r8	1.000e+00	1
sim715:r35	1.000e+00	1
sim698:r85	1.000e+00	1
sim698:r37	1.000e+00	1
sim66:r35	1.000e+00	1
sim665:r39	1.000e+00	1
sim649:r61	1.000e+00	1
sim649:r41	1.000e+00	1
sim644:r77	1.000e+00	1
sim644:r12	1.000e+00	1
sim635:r89	1.000e+00	1
sim635:r3	1.000e+00	1
sim621:r67	1.000e+00	1
sim616:r63	1.000e+00	1
sim605:r85	1.000e+00	1
sim603:r46	1.000e+00	1
sim5:r9	1.000e+00	1
sim59:r63	1.000e+00	1
sim59:r27	1.000e+00	1
sim597:r26	1.000e+00	1
sim587:r52	1.000e+00	1
sim583:r45	1.000e+00	1
sim583:r41	1.000e+00	1
sim579:r57	1.000e+00	1
sim579:r44	1.000e+00	1
sim579:r42	1.000e+00	1
sim554:r39	1.000e+00	1
sim553:r18	1.000e+00	1
sim522:r64	1.000e+00	1
sim51:r74	1.000e+00	1
sim51:r36	1.000e+00	1
sim51:r35	1.000e+00	1
sim519:r63	1.000e+00	1
sim519:r48	1.000e+00	1
sim519:r15	1.000e+00	1
sim511:r33	1.000e+00	1
sim506:r74	1.000e+00	1
sim501:r85	1.000e+00	1
sim491:r74	1.000e+00	1
sim491:r33	1.000e+00	1
sim491:r12	1.000e+00	1
sim483:r86	1.000e+00	1
sim480:r9	1.000e+00	1
sim458:r39	1.000e+00	1
sim448:r34	1.000e+00	1
sim448:r33	1.000e+00	1
sim42:r73	1.000e+00	1
sim415:r2	1.000e+00	1
sim406:r3	1.000e+00	1
sim400:r26	1.000e+00	1
sim397:r51	1.000e+00	1
sim397:r17	1.000e+00	1
sim37:r78	1.000e+00	1
sim377:r82	1.000e+00	1
sim377:r42	1.000e+00	1
sim377:r12	1.000e+00	1
sim36:r39	1.000e+00	1
sim367:r85	1.000e+00	1
sim327:r36	1.000e+00	1
sim2:r42	1.000e+00	1
sim299:r81	1.000e+00	1
sim299:r3	1.000e+00	1
sim297:r50	1.000e+00	1
sim288:r83	1.000e+00	1
sim288:r6	1.000e+00	1
sim288:r46	1.000e+00	1
sim268:r85	1.000e+00	1
sim268:r32	1.000e+00	1
sim268:r15	1.000e+00	1
sim255:r75	1.000e+00	1
sim245:r45	1.000e+00	1
sim23:r78	1.000e+00	1
sim23:r49	1.000e+00	1
sim213:r14	1.000e+00	1
sim198:r11	1.000e+00	1
sim198:r0	1.000e+00	1
sim195:r24	1.000e+00	1
sim195:r10	1.000e+00	1
sim185:r53	1.000e+00	1
sim183:r27	1.000e+00	1
sim181:r19	1.000e+00	1
sim180:r28	1.000e+00	1
sim177:r81	1.000e+00	1
sim177:r52	1.000e+00	1
sim164:r89	1.000e+00	1
sim158:r76	1.000e+00	1
sim158:r70	1.000e+00	1
sim154:r42	1.000e+00	1
sim154:r22	1.000e+00	1
sim14:r4	1.000e+00	1
sim129:r59	1.000e+00	1
sim101:r57	1.000e+00	1
sim101:r16	1.000e+00	1
sim100:r77	1.000e+00	1
sim995:r48	9.999e-01	1
sim992:r33	9.999e-01	1
sim983:r88	9.999e-01	1
sim983:r10	9.999e-01	1
sim978:r80	9.999e-01	1
sim978:r6	9.999e-01	1
sim976:r38	9.999e-01	1
sim96:r56	9.999e-01	1
sim961:r5	9.999e-01	1
sim961:r45	9.999e-01	1
sim960:r55	9.999e-01	1
sim958:r7	9.999e-01	1
sim958:r57	9.999e-01	1
sim954:r43	9.999e-01	1
sim939:r25	9.999e-01	1
sim938:r48	9.999e-01	1
sim938:r39	9.999e-01	1
sim928:r81	9.999e-01	1
sim928:r61	9.999e-01	1
sim924:r60	9.999e-01	1
sim924:r45	9.999e-01	1
sim922:r66	9.999e-01	1
sim922:r38	9.999e-01	1
sim912:r86	9.999e-01	1
sim911:r61	9.999e-01	1
sim897:r6	9.999e-01	1
sim897:r47	9.999e-01	1
sim894:r77	9.999e-01	1
sim894:r13	9.999e-01	1
sim893:r24	9.999e-01	1
sim893:r17	9.999e-01	1
sim891:r3	9.999e-01	1
sim866:r9	9.999e-01	1
sim82:r88	9.999e-01	1
sim82:r18	9.999e-01	1
sim805:r42	9.999e-01	1
sim805:r17	9.999e-01	1
sim805:r16	9.999e-01	1
sim801:r72	9.999e-01	1
sim801:r3	9.999e-01	1
sim801:r16	9.999e-01	1
sim790:r27	9.999e-01	1
sim78:r56	9.999e-01	1
sim785:r21	9.999e-01	1
sim772:r4	9.999e-01	1
sim751:r28	9.999e-01	1
sim751:r16	9.999e-01	1
sim73:r70	9.999e-01	1
sim729:r77	9.999e-01	1
sim722:r18	9.999e-01	1
sim721:r27	9.999e-01	1
sim711:r83	9.999e-01	1
sim711:r23	9.999e-01	1
sim702:r34	9.999e-01	1
sim702:r21	9.999e-01	1
sim700:r60	9.999e-01	1
sim659:r9	9.999e-01	1
sim659:r67	9.999e-01	1
sim659:r18	9.999e-01	1
sim646:r51	9.999e-01	1
sim646:r38	9.999e-01	1
sim642:r81	9.999e-01	1
sim623:r48	9.999e-01	1
sim623:r43	9.999e-01	1
sim61:r39	9.999e-01	1
sim61:r16	9.999e-01	1
sim604:r87	9.999e-01	1
sim604:r56	9.999e-01	1
sim596:r63	9.999e-01	1
sim592:r51	9.999e-01	1
sim592:r12	9.999e-01	1
sim587:r43	9.999e-01	1
sim575:r60	9.999e-01	1
sim575:r39	9.999e-01	1
sim571:r72	9.999e-01	1
sim561:r34	9.999e-01	1
sim561:r12	9.999e-01	1
sim560:r81	9.999e-01	1
sim528:r55	9.999e-01	1
sim528:r39	9.999e-01	1
sim526:r81	9.999e-01	1
sim517:r16	9.999e-01	1
sim505:r6	9.999e-01	1
sim505:r5	9.999e-01	1
sim49:r80	9.999e-01	1
sim49:r41	9.999e-01	1
sim494:r57	9.999e-01	1
sim494:r46	9.999e-01	1
sim493:r8	9.999e-01	1
sim491:r73	9.999e-01	1
sim479:r62	9.999e-01	1
sim478:r21	9.999e-01	1
sim465:r54	9.999e-01	1
sim465:r46	9.999e-01	1
sim451:r51	9.999e-01	1
sim447:r89	9.999e-01	1
sim447:r75	9.999e-01	1
sim446:r38	9.999e-01	1
sim446:r12	9.999e-01	1
sim443:r49	9.999e-01	1
sim428:r77	9.999e-01	1
sim428:r28	9.999e-01	1
sim428:r10	9.999e-01	1
sim404:r31	9.999e-01	1
sim3:r81	9.999e-01	1
sim3:r23	9.999e-01	1
sim390:r52	9.999e-01	1
sim389:r44	9.999e-01	1
sim382:r39	9.999e-01	1
sim361:r89	9.999e-01	1
sim322:r37	9.999e-01	1
sim321:r59	9.999e-01	1
sim303:r47	9.999e-01	1
sim303:r42	9.999e-01	1
sim303:r12	9.999e-01	1
sim300:r0	9.999e-01	1
sim290:r86	9.999e-01	1
sim26:r83	9.999e-01	1
sim267:r55	9.999e-01	1
sim267:r52	9.999e-01	1
sim260:r70	9.999e-01	1
sim260:r15	9.999e-01	1
sim259:r55	9.999e-01	1
sim24:r48	9.999e-01	1
sim225:r0	9.999e-01	1
