1   1    9.981e-01   1
1   2    9.981e-01   1
1   3    9.787e-01   1
1   4    9.913e-03   0
2   1    1.000e+00   1
2   2    1.000e+00   1
2   3    5.169e-02   1
2   4    2.426e-04   0
3   1    9.999e-01   1
3   2    9.999e-01   1
3   3    9.951e-01   1
3   4    7.564e-02   1
3   5    5.943e-04   1
4   1    9.981e-01   1
4   2    4.738e-01   1
4   3    7.944e-03   0
5   1    1.000e+00   1
5   2    9.978e-01   1
5   3    3.531e-02   1
5   4    2.307e-04   0
6   1    9.999e-01   1
6   2    9.997e-01   1
6   3    9.762e-01   1
6   4    2.274e-01   1
6   5    3.675e-04   0
7   1    9.441e-01   1
7   2    5.240e-01   1
7   3    2.848e-01   1
7   4    5.962e-02   1
7   5    1.591e-02   1
8   1    9.991e-01   1
8   2    9.905e-01   1
8   3    3.285e-01   0
8   4    4.556e-03   0
9   1    9.887e-01   1
9   2    1.439e-02   1
10   1    9.991e-01   1
10   2    1.803e-01   0
10   3    3.872e-03   1
11   1    9.991e-01   1
11   2    9.982e-01   1
11   3    9.215e-01   1
11   4    4.450e-03   0
12   1    9.994e-01   1
12   2    9.994e-01   1
12   3    1.669e-01   1
12   4    2.977e-03   0
13   1    9.972e-01   1
13   2    9.972e-01   1
13   3    9.599e-01   1
13   4    3.616e-01   1
13   5    1.713e-02   1
14   1    9.999e-01   1
14   2    9.999e-01   1
14   3    9.998e-01   1
14   4    9.846e-01   1
14   5    9.512e-02   1
14   6    1.057e-03   1
15   1    9.698e-01   1
15   2    9.537e-01   1
15   3    3.963e-02   0
15   4    3.033e-03   1
16   1    9.133e-01   1
16   2    8.042e-02   1
16   3    5.728e-03   1
17   1    9.971e-01   1
17   2    9.971e-01   1
17   3    1.219e-02   0
18   1    9.997e-01   1
18   2    9.997e-01   1
18   3    7.301e-01   1
18   4    3.173e-01   1
18   5    1.844e-03   0
19   1    9.870e-01   1
19   2    1.955e-02   0
20   1    9.454e-01   1
20   2    8.300e-01   1
20   3    4.363e-01   1
20   4    1.498e-01   0
20   5    2.668e-03   1
21   1    9.996e-01   1
21   2    9.995e-01   1
21   3    9.362e-02   1
21   4    2.320e-03   0
22   1    9.991e-01   1
22   2    9.991e-01   1
22   3    3.547e-01   1
22   4    4.463e-03   1
23   1    1.000e+00   1
23   2    1.000e+00   1
23   3    7.854e-01   1
23   4    9.295e-02   1
23   5    2.909e-04   0
24   1    9.999e-01   1
24   2    9.999e-01   1
24   3    9.999e-01   1
24   4    9.998e-01   1
24   5    9.952e-01   1
24   6    7.323e-04   0
25   1    9.993e-01   1
25   2    9.993e-01   1
25   3    9.987e-01   1
25   4    9.123e-01   1
25   5    6.961e-01   1
25   6    4.730e-03   1
26   1    9.999e-01   1
26   2    9.999e-01   1
26   3    9.946e-01   1
26   4    8.041e-01   1
26   5    8.885e-04   0
27   1    9.997e-01   1
27   2    9.997e-01   1
27   3    9.997e-01   1
27   4    1.289e-01   1
27   5    1.717e-03   1
28   1    9.972e-01   1
28   2    7.309e-03   0
29   1    9.996e-01   1
29   2    9.996e-01   1
29   3    9.889e-01   1
29   4    9.516e-01   1
29   5    1.138e-01   0
29   6    2.931e-03   1
30   1    4.450e-01   0
30   2    1.226e-02   0
31   1    9.990e-01   1
31   2    9.990e-01   1
31   3    9.990e-01   1
31   4    9.960e-01   1
31   5    6.168e-03   0
32   1    9.979e-01   1
32   2    9.979e-01   1
32   3    9.911e-01   1
32   4    1.079e-02   0
33   1    6.704e-02   0
33   2    5.678e-03   0
34   1    9.973e-01   1
34   2    9.233e-01   1
34   3    7.588e-01   1
34   4    1.413e-02   1
35   1    3.133e-02   0
35   2    3.077e-02   0
36   1    1.000e+00   1
36   2    1.000e+00   1
36   3    9.998e-01   1
36   4    7.418e-01   1
36   5    5.489e-02   1
36   6    1.350e-04   0
37   1    1.000e+00   1
37   2    1.000e+00   1
37   3    9.949e-01   1
37   4    9.620e-02   1
37   5    2.970e-02   1
37   6    2.090e-04   1
38   1    9.984e-01   1
38   2    9.976e-01   1
38   3    6.579e-03   0
39   1    9.998e-01   1
39   2    2.881e-02   0
39   3    4.990e-04   0
40   1    9.993e-01   1
40   2    1.234e-01   1
40   3    2.878e-03   1
41   1    9.998e-01   1
41   2    9.998e-01   1
41   3    9.998e-01   1
41   4    9.861e-01   1
41   5    7.499e-01   1
41   6    1.429e-03   0
42   1    9.999e-01   1
42   2    9.999e-01   1
42   3    1.206e-01   1
42   4    3.651e-04   0
43   1    9.995e-01   1
43   2    9.995e-01   1
43   3    9.995e-01   1
43   4    6.338e-01   1
43   5    8.802e-02   1
43   6    3.593e-03   1
44   1    9.977e-01   1
44   2    2.807e-01   1
44   3    5.539e-03   0
45   1    9.995e-01   1
45   2    9.995e-01   1
45   3    9.994e-01   1
45   4    6.915e-01   1
45   5    1.780e-01   1
45   6    3.942e-03   1
46   1    9.997e-01   1
46   2    2.818e-02   0
46   3    1.467e-03   0
47   1    9.998e-01   1
47   2    9.998e-01   1
47   3    8.074e-02   1
47   4    8.754e-04   0
48   1    9.997e-01   1
48   2    9.997e-01   1
48   3    9.772e-01   1
48   4    3.711e-01   1
48   5    4.551e-02   1
48   6    2.166e-03   1
49   1    9.999e-01   1
49   2    9.999e-01   1
49   3    9.999e-01   1
49   4    9.967e-01   1
49   5    2.462e-01   1
49   6    8.205e-04   1
50   1    9.991e-01   1
50   2    9.991e-01   1
50   3    9.987e-01   1
50   4    8.572e-01   1
50   5    5.579e-03   0
51   1    1.000e+00   1
51   2    1.000e+00   1
51   3    1.000e+00   1
51   4    6.476e-02   1
51   5    6.013e-05   0
52   1    9.998e-01   1
52   2    7.065e-01   1
52   3    1.280e-01   1
52   4    9.624e-04   0
53   1    9.957e-01   1
53   2    9.956e-01   1
53   3    5.255e-01   1
53   4    2.218e-02   1
54   1    9.994e-01   1
54   2    9.994e-01   1
54   3    9.994e-01   1
54   4    3.164e-03   1
55   1    9.993e-01   1
55   2    9.993e-01   1
55   3    8.252e-01   1
55   4    5.041e-01   1
55   5    4.262e-03   1
56   1    9.990e-01   1
56   2    9.990e-01   1
56   3    9.990e-01   1
56   4    5.288e-03   1
57   1    5.550e-01   1
57   2    7.071e-01   1
57   3    2.900e-01   1
57   4    1.930e-01   1
57   5    1.446e-01   1
57   6    3.092e-02   1
58   1    9.990e-01   1
58   2    3.755e-01   1
58   3    4.303e-03   0
59   1    1.000e+00   1
59   2    1.000e+00   1
59   3    1.000e+00   1
59   4    9.253e-01   1
59   5    1.759e-01   1
59   6    8.420e-05   0
60   1    9.996e-01   1
60   2    8.364e-01   1
60   3    3.572e-02   0
60   4    2.061e-03   0
61   1    9.999e-01   1
61   2    9.999e-01   1
61   3    9.999e-01   1
61   4    1.258e-01   1
61   5    8.699e-04   1
62   1    9.997e-01   1
62   2    9.997e-01   1
62   3    7.885e-01   1
62   4    1.339e-03   1
63   1    9.995e-01   1
63   2    9.995e-01   1
63   3    9.995e-01   1
63   4    9.887e-01   1
63   5    3.221e-03   0
64   1    9.996e-01   1
64   2    9.996e-01   1
64   3    9.950e-01   1
64   4    8.772e-01   1
64   5    2.269e-03   0
65   1    9.966e-01   1
65   2    9.789e-01   1
65   3    1.400e-02   0
66   1    1.000e+00   1
66   2    1.000e+00   1
66   3    9.998e-01   1
66   4    7.578e-02   0
66   5    9.480e-05   0
67   1    9.998e-01   1
67   2    9.998e-01   1
67   3    9.267e-02   1
67   4    8.205e-04   0
68   1    9.995e-01   1
68   2    9.818e-01   1
68   3    6.220e-02   1
68   4    2.700e-03   0
69   1    1.000e+00   1
69   2    3.178e-02   1
69   3    1.610e-04   0
70   1    9.999e-01   1
70   2    9.909e-01   1
70   3    8.969e-01   0
70   4    7.166e-02   1
70   5    3.881e-04   0
71   1    9.989e-01   1
71   2    9.989e-01   1
71   3    9.988e-01   1
71   4    9.907e-01   1
71   5    7.035e-03   0
72   1    9.930e-01   1
72   2    9.484e-01   1
72   3    5.532e-02   0
72   4    1.996e-03   0
73   1    9.999e-01   1
73   2    9.999e-01   1
73   3    8.776e-02   1
73   4    5.414e-04   0
74   1    1.000e+00   1
74   2    9.988e-01   1
74   3    2.983e-02   0
74   4    1.005e-04   0
75   1    9.999e-01   1
75   2    9.999e-01   1
75   3    9.969e-01   1
75   4    6.037e-02   1
75   5    5.073e-04   0
76   1    9.996e-01   1
76   2    9.996e-01   1
76   3    9.996e-01   1
76   4    9.996e-01   0
76   5    9.996e-01   0
76   6    3.168e-03   1
77   1    9.975e-01   1
77   2    7.853e-03   0
78   1    9.999e-01   1
78   2    9.999e-01   1
78   3    3.350e-02   0
78   4    6.450e-04   1
79   1    9.977e-01   1
79   2    9.977e-01   1
79   3    9.626e-03   0
80   1    9.987e-01   1
80   2    1.115e-01   1
80   3    5.668e-03   0
81   1    9.994e-01   1
81   2    9.994e-01   1
81   3    2.505e-03   0
82   1    9.999e-01   1
82   2    9.999e-01   1
82   3    5.778e-02   1
82   4    4.327e-04   0
83   1    3.688e-02   0
83   2    1.017e-02   0
84   1    9.998e-01   1
84   2    9.998e-01   1
